3.4052213393869692, 1811.5107913669067
102.15664018161175, 1800.0000000000002
200.90805902383642, 1791.3669064748203
303.0646992054482, 1791.3669064748203
401.816118047673, 1802.8776978417268
503.9727582292848, 1817.2661870503598
599.3189557321225, 1825.8992805755397
701.4755959137344, 1834.5323741007196
803.6322360953461, 1846.043165467626
902.3836549375708, 1854.676258992806
1004.5402951191827, 1840.2877697841727
1103.2917139614076, 1834.5323741007196
1202.0431328036323, 1840.2877697841727
1300.794551645857, 1857.5539568345325
1402.9511918274686, 1877.697841726619
1501.7026106696937, 1903.5971223021584
1600.4540295119182, 1897.8417266187053
1702.6106696935303, 1880.5755395683454
1801.362088535755, 1877.697841726619
1900.1135073779797, 1889.2086330935253
2002.2701475595914, 1909.3525179856117
2101.021566401816, 1929.496402877698
2199.7729852440407, 1943.884892086331
2305.3348467650394, 1958.2733812949643
2397.2758229284905, 1964.0287769784175
2502.8376844494896, 1972.6618705035974
2601.5891032917143, 1975.539568345324
2696.9353007945515, 1981.2949640287773
