0, 40027.28512960437
64.51612903225805, 36469.21621264798
99.99999999999994, 33278.308321964534
132.25806451612902, 29596.13607358183
170.9677419354838, 23213.00004400828
200, 17443.383356070946
219.35483870967744, 13760.683008405584
238.70967741935476, 9832.416494300938
300, 6642.564802182809
400, 4559.345156889496
503.2258064516128, 3212.956035734722
603.2258064516128, 2234.784139418218
703.2258064516128, 1379.395326321348
799.9999999999999, 1015.0068212824117
899.9999999999999, 773.5334242837707
899.9999999999999, 25698.49931787177
945.1612903225806, 20420.675086916337
999.9999999999999, 13547.066848567527
1051.6129032258063, 8269.50666725343
1103.2258064516132, 3974.2111516965088
1203.2258064516127, 2259.3407560621417
1300, 1526.6030013642448
1400, 1039.5634379263356
1500, 920.8731241473288
1500, 20566.16643929058
1551.6129032258063, 15043.040091537216
1600, 10256.480218281024
1641.9354838709678, 6697.4871275799815
1706.4516129032254, 3262.2012938432454
1803.2258064516127, 2038.3312062667683
1899.9999999999995, 1673.942701227832
1999.9999999999995, 1186.9031377899082
2096.774193548387, 822.5146327509574
2200, 458.3901773533289
2300, 339.6998635743512
2403.225806451613, 343.92465783566877
2503.2258064516127, 225.2343440566765
2600, 229.19508867667173
2696.7741935483873, 110.37275007700373
